ID,MONTHS_BALANCE,STATUS
5008918,-8,X
5008918,-9,0
5008918,-10,0
5008918,-11,0
5008918,-12,0
5008918,-13,C
5008918,-14,0
5008918,-15,0
5008918,-16,X
5008918,-17,0
5008918,-18,0
5008918,-19,X
5008918,-20,0
5008918,-21,0
5008918,-22,C
5008919,0,C
5008919,-1,0
5008919,-2,C
5008919,-3,0
5008920,0,C
5008920,-1,0
5008920,-2,C
5008920,-3,0
5008920,-4,C
5008920,-5,0
5008920,-6,C
5008920,-7,0
5008920,-8,C
5008920,-9,C
5008920,-10,C
5008920,-11,C
5008920,-12,C
5008920,-13,C
5008920,-14,X
5008920,-15,0
5008920,-16,C
5008921,0,0
5008921,-1,C
5008921,-2,C
5008921,-3,C
5008921,-4,X
5008921,-5,X
5008921,-6,C
5008921,-7,0
5008921,-8,X
5008921,-9,X
5008922,0,C
5008922,-1,0
5008922,-2,X
5008922,-3,0
5008922,-4,C
5008923,0,C
5008923,-1,0
5008923,-2,X
5008923,-3,0
5008923,-4,C
5008923,-5,0
5008923,-6,C
5008923,-7,C
5008923,-8,0
5008923,-9,X
5008923,-10,C
5008923,-11,X
5008923,-12,C
5008923,-13,C
5008923,-14,C
5008923,-15,0
5008923,-16,0
5008923,-17,C
5008923,-18,C
5008923,-19,C
5008923,-20,C
5008923,-21,0
5008924,0,0
5008924,-1,0
5008924,-2,C
5008924,-3,0
5008924,-4,0
5008924,-5,C
5008924,-6,0
5008924,-7,0
5008924,-8,C
5008924,-9,X
5008924,-10,C
5008924,-11,C
5008924,-12,C
5008924,-13,C
5008924,-14,0
5008924,-15,C
5008925,0,0
5008925,-1,C
5008925,-2,C
5008925,-3,C
5008925,-4,0
5008925,-5,0
5008925,-6,X
5008925,-7,C
5008925,-8,C
5008925,-9,X
5008925,-10,C
5008925,-11,C
5008925,-12,0
5008925,-13,C
5008925,-14,C
5008925,-15,0
5008925,-16,C
5008926,0,C
5008926,-1,C
5008926,-2,C
5008926,-3,0
5008926,-4,C
5008926,-5,X
5008926,-6,X
5008926,-7,C
5008926,-8,C
5008926,-9,X
5008926,-10,0
5008927,0,X
5008927,-1,C
5008927,-2,1
5008927,-3,0
5008928,0,0
5008928,-1,C
5008928,-2,C
5008928,-3,C
5008928,-4,0
5008928,-5,C
5008928,-6,X
5008928,-7,X
5008928,-8,C
5008928,-9,C
5008928,-10,C
5008928,-11,C
5008928,-12,C
5008928,-13,0
5008928,-14,1
5008928,-15,0
5008928,-16,0
5008928,-17,C
5008928,-18,C
5008928,-19,C
5008928,-20,X
5008928,-21,C
5008929,0,0
5008929,-1,C
5008929,-2,X
5008929,-3,C
5008929,-4,0
5008929,-5,C
5008929,-6,X
5008929,-7,C
5008929,-8,C
5008930,0,C
5008930,-1,C
5008930,-2,0
5008930,-3,0
5008930,-4,X
5008930,-5,C
5008930,-6,C
5008930,-7,C
5008930,-8,X
5008930,-9,0
5008930,-10,0
5008931,0,C
5008931,-1,C
5008931,-2,0
5008931,-3,C
5008931,-4,X
5008931,-5,1
5008931,-6,C
5008931,-7,C
5008931,-8,0
5008931,-9,0
5008931,-10,C
5008931,-11,0
5008931,-12,C
5008931,-13,0
5008931,-14,C
5008931,-15,C
5008931,-16,C
5008931,-17,C
5008931,-18,X
5008931,-19,C
5008931,-20,C
5008931,-21,0
5008931,-22,X
5008932,0,C
5008932,-1,C
5008932,-2,0
5008932,-3,X
5008932,-4,C
5008932,-5,0
5008932,-6,X
5008932,-7,C
5008932,-8,0
5008932,-9,C
5008932,-10,0
5008932,-11,C
5008932,-12,C
5008932,-13,1
5008932,-14,C
5008932,-15,C
5008932,-16,0
5008932,-17,1
5008932,-18,C
5008933,0,C
5008933,-1,X
5008933,-2,C
5008933,-3,X
5008933,-4,C
5008933,-5,0
5008933,-6,C
5008933,-7,C
5008933,-8,C
5008933,-9,0
5008933,-10,0
5008933,-11,C
5008934,0,X
5008934,-1,C
5008934,-2,0
5008934,-3,C
5008934,-4,0
5008934,-5,X
5008934,-6,C
5008934,-7,X
5008934,-8,X
5008934,-9,C
5008934,-10,0
5008934,-11,0
5008934,-12,0
5008934,-13,C
5008934,-14,C
5008934,-15,C
5008934,-16,X
5008935,0,C
5008935,-1,C
5008935,-2,C
5008935,-3,0
5008935,-4,C
5008935,-5,0
5008935,-6,C
5008935,-7,0
5008935,-8,0
5008935,-9,C
5008935,-10,0
5008935,-11,X
5008935,-12,X
5008935,-13,C
5008935,-14,C
5008935,-15,X
5008935,-16,C
5008935,-17,X
5008935,-18,0
5008935,-19,C
5008936,0,0
5008936,-1,0
5008936,-2,C
5008936,-3,C
5008936,-4,C
5008936,-5,X
5008936,-6,C
5008936,-7,C
5008936,-8,C
5008936,-9,C
5008936,-10,C
5008936,-11,0
5008936,-12,X
5008937,0,0
5008937,-1,0
5008937,-2,0
5008937,-3,0
5008937,-4,C
5008937,-5,0
5008937,-6,C
5008937,-7,X
5008937,-8,X
5008937,-9,C
5008937,-10,C
5008937,-11,C
5008937,-12,0
5008937,-13,C
5008937,-14,C
5008937,-15,C
5008937,-16,C
5008937,-17,X
5008937,-18,0
5008937,-19,C
5008937,-20,C
5008937,-21,C
5008937,-22,0
5008938,0,0
5008938,-1,C
5008938,-2,C
5008938,-3,0
5008938,-4,X
5008938,-5,C
5008939,0,C
5008939,-1,C
5008939,-2,X
5008939,-3,C
5008940,0,C
5008940,-1,0
5008940,-2,X
5008940,-3,C
5008940,-4,0
5008940,-5,0
5008940,-6,0
5008940,-7,C
5008940,-8,0
5008940,-9,0
5008940,-10,C
5008940,-11,0
5008940,-12,X
5008940,-13,C
5008940,-14,C
5008941,0,X
5008941,-1,0
5008941,-2,C
5008941,-3,X
5008941,-4,0
5008941,-5,X
5008941,-6,C
5008941,-7,C
5008941,-8,0
5008941,-9,X
5008941,-10,0
5008941,-11,0
5008941,-12,C
5008941,-13,C
5008941,-14,C
5008941,-15,C
5008941,-16,C
5008941,-17,C
5008941,-18,C
5008941,-19,C
5008941,-20,0
5008941,-21,X
5008941,-22,C
5008942,0,X
5008942,-1,0
5008942,-2,C
5008942,-3,X
5008942,-4,C
5008942,-5,0
5008942,-6,C
5008942,-7,C
5008942,-8,C
5008942,-9,C
5008942,-10,C
5008942,-11,X
5008942,-12,0
5008942,-13,1
5008942,-14,C
5008943,0,X
5008943,-1,0
5008943,-2,0
5008943,-3,0
5008943,-4,C
5008943,-5,0
5008943,-6,X
5008943,-7,0
5008943,-8,0
5008943,-9,X
5008943,-10,C
5008943,-11,C
5008943,-12,C
5008943,-13,C
5008943,-14,C
5008943,-15,C
5008943,-16,0
5008943,-17,0
5008943,-18,1
5008943,-19,1
5008943,-20,C
5008943,-21,C
5008943,-22,0
5008943,-23,C
5008944,0,C
5008944,-1,1
5008944,-2,C
5008944,-3,1
5008944,-4,0
5008944,-5,X
5008944,-6,0
5008944,-7,X
5008944,-8,X
5008944,-9,0
5008944,-10,C
5008944,-11,0
5008944,-12,C
5008944,-13,C
5008944,-14,0
5008944,-15,X
5008944,-16,1
5008944,-17,C
5008944,-18,X
5008944,-19,0
5008944,-20,C
5008944,-21,0
5008945,0,0
5008945,-1,C
5008945,-2,0
5008945,-3,C
5008945,-4,C
5008945,-5,C
5008945,-6,0
5008945,-7,C
5008945,-8,0
5008945,-9,C
5008945,-10,X
5008945,-11,C
5008945,-12,X
5008945,-13,C
5008945,-14,C
5008945,-15,X
5008945,-16,C
5008945,-17,0
5008946,0,C
5008946,-1,X
5008946,-2,X
5008946,-3,C
5008946,-4,C
5008946,-5,X
5008946,-6,0
5008946,-7,X
5008946,-8,C
5008946,-9,C
5008946,-10,C
5008946,-11,C
5008946,-12,C
5008946,-13,C
5008946,-14,C
5008947,0,X
5008947,-1,C
5008947,-2,C
5008947,-3,0
5008947,-4,C
5008947,-5,X
5008947,-6,0
5008947,-7,C
5008947,-8,C
5008947,-9,C
5008947,-10,0
5008947,-11,C
5008947,-12,0
5008947,-13,X
5008947,-14,C
5008947,-15,C
5008947,-16,X
5008947,-17,C
5008947,-18,C
5008947,-19,C
5008947,-20,C
5008947,-21,C
5008947,-22,C
5008948,0,X
5008948,-1,C
5008948,-2,0
5008948,-3,C
5008948,-4,C
5008948,-5,X
5008948,-6,C
5008948,-7,C
5008949,0,0
5008949,-1,C
5008949,-2,0
5008949,-3,C
5008949,-4,X
5008949,-5,X
5008949,-6,C
5008949,-7,X
5008949,-8,X
5008949,-9,C
5008950,0,0
5008950,-1,C
5008950,-2,0
5008950,-3,1
5008950,-4,C
5008950,-5,C
5008950,-6,C
5008950,-7,0
5008950,-8,C
5008950,-9,C
5008950,-10,X
5008950,-11,X
5008950,-12,X
5008950,-13,X
5008950,-14,C
5008950,-15,C
5008950,-16,X
5008950,-17,C
5008951,0,0
5008951,-1,X
5008951,-2,C
5008951,-3,C
5008951,-4,C
5008951,-5,0
5008951,-6,C
5008951,-7,C
5008951,-8,0
5008951,-9,X
5008951,-10,0
5008951,-11,X
5008951,-12,C
5008951,-13,C
5008951,-14,C
5008951,-15,C
5008951,-16,C
5008951,-17,0
5008951,-18,0
5008951,-19,C
5008951,-20,C
5008952,0,X
5008952,-1,0
5008952,-2,C
5008952,-3,C
5008952,-4,C
5008952,-5,C
5008952,-6,0
5008952,-7,C
5008952,-8,C
5008952,-9,X
5008952,-10,0
5008952,-11,C
5008952,-12,C
5008952,-13,C
5008952,-14,C
5008952,-15,C
5008952,-16,0
5008952,-17,C
5008952,-18,C
5008952,-19,0
5008952,-20,C
5008953,0,0
5008953,-1,C
5008953,-2,C
5008953,-3,C
5008953,-4,X
5008953,-5,C
5008953,-6,C
5008953,-7,0
5008953,-8,0
5008953,-9,X
5008953,-10,X
5008954,0,C
5008954,-1,0
5008954,-2,X
5008954,-3,C
5008954,-4,X
5008954,-5,C
5008954,-6,C
5008954,-7,C
5008954,-8,C
5008954,-9,C
5008954,-10,C
5008954,-11,C
5008954,-12,C
5008954,-13,X
5008954,-14,C
5008954,-15,X
5008954,-16,C
5008955,0,0
5008955,-1,X
5008955,-2,0
5008955,-3,X
5008955,-4,X
5008956,0,X
5008956,-1,C
5008956,-2,C
5008956,-3,X
5008956,-4,C
5008956,-5,0
5008956,-6,0
5008956,-7,0
5008956,-8,0
5008956,-9,C
5008956,-10,C
5008956,-11,0
5008956,-12,0
5008957,0,X
5008957,-1,C
5008957,-2,0
5008957,-3,X
5008957,-4,0
5008957,-5,C
5008957,-6,0
5008957,-7,0
5008957,-8,C
5008957,-9,C
5008957,-10,C
5008957,-11,0
5008958,0,C
5008958,-1,0
5008958,-2,0
5008958,-3,X
5008958,-4,C
5008958,-5,C
5008958,-6,X
5008958,-7,X
5008958,-8,C
5008958,-9,0
5008958,-10,0
5008959,0,X
5008959,-1,X
5008959,-2,0
5008959,-3,X
5008959,-4,0
5008959,-5,C
5008959,-6,C
5008959,-7,C
5008959,-8,C
5008959,-9,0
5008959,-10,X
5008959,-11,C
5008959,-12,X
5008959,-13,C
5008959,-14,C
5008959,-15,C
5008959,-16,C
5008959,-17,0
5008959,-18,X
5008959,-19,C
5008959,-20,X
5008960,0,C
5008960,-1,0
5008960,-2,C
5008960,-3,0
5008960,-4,C
5008960,-5,C
5008960,-6,C
5008960,-7,X
5008960,-8,0
5008960,-9,C
5008960,-10,C
5008960,-11,0
5008960,-12,C
5008960,-13,C
5008961,0,X
5008961,-1,2
5008961,-2,0
5008961,-3,3
5008961,-4,0
5008961,-5,0
5008961,-6,0
5008961,-7,2
5008961,-8,0
5008961,-9,0
5008961,-10,0
5008961,-11,1
5008961,-12,0
5008961,-13,C
5008962,0,0
5008962,-1,X
5008962,-2,0
5008962,-3,C
5008962,-4,C
5008963,0,X
5008963,-1,C
5008963,-2,C
5008963,-3,C
5008963,-4,0
5008963,-5,X
5008963,-6,C
5008963,-7,C
5008963,-8,0
5008963,-9,C
5008963,-10,C
5008964,0,C
5008964,-1,C
5008964,-2,C
5008964,-3,C
5008964,-4,C
5008964,-5,C
5008964,-6,C
5008965,0,C
5008965,-1,X
5008965,-2,X
5008965,-3,X
5008965,-4,0
5008965,-5,C
5008965,-6,0
5008965,-7,0
5008965,-8,C
5008965,-9,0
5008965,-10,1
5008965,-11,X
5008965,-12,0
5008965,-13,0
5008965,-14,X
5008965,-15,C
5008965,-16,0
5008965,-17,0
5008965,-18,C
5008965,-19,0
5008965,-20,C
5008965,-21,X
5008965,-22,C
5008965,-23,0
5008966,0,C
5008966,-1,C
5008966,-2,C
5008966,-3,C
5008966,-4,C
5008966,-5,X
5008966,-6,0
5008966,-7,C
5008966,-8,C
5008966,-9,C
5008966,-10,X
5008967,0,C
5008967,-1,C
5008967,-2,0
5008967,-3,0
5008967,-4,0
5008967,-5,0
5008967,-6,C
5008967,-7,C
5008967,-8,1
5008967,-9,X
5008967,-10,C
5008967,-11,C
5008967,-12,C
5008967,-13,C
5008967,-14,1
5008967,-15,C
5008968,0,C
5008968,-1,C
5008968,-2,C
5008968,-3,C
5008968,-4,0
5008968,-5,C
5008968,-6,0
5008968,-7,0
5008968,-8,C
5008968,-9,0
5008969,0,C
5008969,-1,C
5008969,-2,X
5008969,-3,0
5008969,-4,C
5008969,-5,0
5008969,-6,C
5008969,-7,C
5008969,-8,C
5008969,-9,C
5008969,-10,0
5008969,-11,C
5008969,-12,C
5008969,-13,X
5008969,-14,0
5008969,-15,0
5008970,0,C
5008970,-1,0
5008970,-2,0
5008971,0,X
5008971,-1,C
5008971,-2,0
5008971,-3,0
5008971,-4,0
5008971,-5,0
5008971,-6,0
5008972,0,2
5008972,-1,4
5008972,-2,1
5008972,-3,X
5008972,-4,C
5008972,-5,0
5008972,-6,0
5008972,-7,3
5008972,-8,0
5008972,-9,2
5008972,-10,1
5008972,-11,1
5008972,-12,2
5008972,-13,4
5008972,-14,2
5008972,-15,0
5008972,-16,1
5008973,0,C
5008973,-1,X
5008973,-2,0
5008973,-3,0
5008973,-4,C
5008973,-5,C
5008973,-6,C
5008973,-7,X
5008973,-8,C
5008973,-9,0
5008973,-10,C
5008974,0,X
5008974,-1,C
5008974,-2,0
5008974,-3,C
5008974,-4,C
5008974,-5,X
5008974,-6,0
5008974,-7,X
5008974,-8,X
5008974,-9,C
5008974,-10,0
5008974,-11,C
5008974,-12,C
5008974,-13,X
5008974,-14,0
5008974,-15,0
5008974,-16,C
5008974,-17,X
5008975,0,0
5008975,-1,C
5008975,-2,C
5008975,-3,0
5008975,-4,C
5008976,0,C
5008976,-1,X
5008976,-2,1
5008976,-3,X
5008976,-4,0
5008976,-5,0
5008976,-6,C
5008976,-7,0
5008976,-8,0
5008976,-9,C
5008976,-10,0
5008976,-11,0
5008976,-12,C
5008976,-13,X
5008976,-14,0
5008976,-15,0
5008976,-16,X
5008976,-17,C
5008976,-18,X
5008977,0,X
5008977,-1,C
5008977,-2,C
5008977,-3,0
5008977,-4,0
5008977,-5,C
5008977,-6,C
5008977,-7,C
5008977,-8,C
5008977,-9,C
5008977,-10,C
5008978,0,C
5008978,-1,C
5008978,-2,0
5008978,-3,C
5008978,-4,C
5008978,-5,C
5008978,-6,X
5008978,-7,X
5008978,-8,C
5008978,-9,0
5008978,-10,C
5008978,-11,0
5008978,-12,0
5008978,-13,0
5008978,-14,C
5008978,-15,X
5008978,-16,C
5008979,0,C
5008979,-1,0
5008979,-2,0
5008979,-3,C
5008979,-4,0
5008979,-5,C
5008979,-6,X
5008979,-7,0
5008979,-8,C
5008979,-9,C
5008979,-10,0
5008979,-11,C
5008980,0,C
5008980,-1,X
5008980,-2,C
5008980,-3,X
5008980,-4,0
5008980,-5,C
5008980,-6,X
5008980,-7,C
5008980,-8,X
5008980,-9,0
5008980,-10,C
5008980,-11,X
5008980,-12,C
5008980,-13,0
5008980,-14,X
5008980,-15,C
5008980,-16,C
5008980,-17,C
5008980,-18,0
5008980,-19,C
5008980,-20,0
5008980,-21,C
5008980,-22,C
5008980,-23,C
5008981,0,C
5008981,-1,C
5008981,-2,0
5008981,-3,C
5008981,-4,X
5008981,-5,X
5008981,-6,0
5008981,-7,C
5008981,-8,C
5008981,-9,C
5008981,-10,0
5008981,-11,0
5008981,-12,0
5008981,-13,C
5008981,-14,C
5008982,0,0
5008982,-1,C
5008982,-2,C
5008982,-3,C
5008982,-4,0
5008982,-5,C
5008982,-6,C
5008982,-7,0
5008982,-8,0
5008982,-9,X
5008982,-10,0
5008982,-11,C
5008982,-12,C
5008982,-13,C
5008982,-14,C
5008982,-15,X
5008982,-16,X
5008982,-17,X
5008982,-18,C
5008982,-19,C
5008982,-20,C
5008982,-21,X
5008982,-22,0
5008982,-23,C
5008983,0,0
5008983,-1,C
5008983,-2,0
5008983,-3,C
5008983,-4,X
5008983,-5,C
5008983,-6,C
5008983,-7,0
5008983,-8,C
5008983,-9,C
5008983,-10,0
5008983,-11,X
5008983,-12,0
5008983,-13,C
5008983,-14,C
5008983,-15,C
5008983,-16,C
5008983,-17,C
5008983,-18,C
5008983,-19,C
5008984,0,0
5008984,-1,C
5008984,-2,C
5008984,-3,X
5008984,-4,C
5008984,-5,C
5008985,0,0
5008985,-1,X
5008985,-2,C
5008985,-3,C
5008985,-4,X
5008985,-5,X
5008985,-6,0
5008986,0,C
5008986,-1,0
5008986,-2,X
5008986,-3,0
5008986,-4,0
5008986,-5,X
5008986,-6,C
5008986,-7,0
5008986,-8,0
5008986,-9,0
5008986,-10,C
5008986,-11,C
5008986,-12,C
5008986,-13,C
5008986,-14,C
5008986,-15,X
5008986,-16,0
5008986,-17,C
5008986,-18,C
5008987,0,C
5008987,-1,X
5008987,-2,C
5008987,-3,C
5008987,-4,C
5008987,-5,C
5008987,-6,0
5008987,-7,C
5008988,0,0
5008988,-1,X
5008988,-2,0
5008988,-3,0
5008988,-4,C
5008988,-5,0
5008988,-6,C
5008988,-7,0
5008988,-8,C
5008988,-9,X
5008988,-10,0
5008988,-11,C
5008988,-12,X
5008988,-13,C
5008988,-14,C
5008988,-15,X
5008988,-16,C
5008988,-17,X
5008988,-18,C
5008989,0,C
5008989,-1,0
5008989,-2,0
5008989,-3,0
5008989,-4,C
5008989,-5,C
5008989,-6,C
5008989,-7,C
5008989,-8,C
5008989,-9,X
5008989,-10,C
5008989,-11,C
5008989,-12,C
5008989,-13,C
5008989,-14,0
5008989,-15,C
5008990,0,X
5008990,-1,C
5008990,-2,C
5008990,-3,X
5008990,-4,0
5008990,-5,0
5008990,-6,X
5008990,-7,X
5008990,-8,X
5008990,-9,X
5008991,0,X
5008991,-1,C
5008991,-2,0
5008991,-3,0
5008991,-4,0
5008991,-5,0
5008991,-6,C
5008991,-7,X
5008991,-8,0
5008991,-9,0
5008991,-10,X
5008991,-11,0
5008991,-12,X
5008991,-13,0
5008991,-14,C
5008992,0,0
5008992,-1,C
5008992,-2,C
5008992,-3,C
5008992,-4,X
5008992,-5,X
5008992,-6,0
5008992,-7,0
5008992,-8,C
5008992,-9,C
5008992,-10,C
5008992,-11,C
5008992,-12,C
5008992,-13,0
5008992,-14,C
5008992,-15,C
5008993,0,0
5008993,-1,C
5008993,-2,C
5008993,-3,X
5008993,-4,C
5008993,-5,X
5008993,-6,X
5008993,-7,0
5008993,-8,C
5008993,-9,C
5008993,-10,0
5008993,-11,0
5008993,-12,C
5008993,-13,C
5008993,-14,0
5008993,-15,0
5008993,-16,0
5008993,-17,C
5008993,-18,0
5008994,0,C
5008994,-1,C
5008994,-2,0
5008994,-3,0
5008994,-4,0
5008994,-5,C
5008994,-6,X
5008994,-7,0
5008994,-8,X
5008994,-9,0
5008994,-10,0
5008994,-11,C
5008994,-12,C
5008994,-13,C
5008994,-14,X
5008995,0,C
5008995,-1,X
5008995,-2,C
5008995,-3,0
5008995,-4,C
5008995,-5,0
5008996,0,X
5008996,-1,C
5008996,-2,C
5008996,-3,0
5008996,-4,C
5008996,-5,0
5008996,-6,0
5008996,-7,0
5008996,-8,C
5008996,-9,X
5008996,-10,0
5008996,-11,X
5008996,-12,0
5008996,-13,X
5008996,-14,C
5008996,-15,0
5008996,-16,C
5008996,-17,C
5008996,-18,C
5008996,-19,X
5008997,0,C
5008997,-1,C
5008997,-2,C
5008997,-3,C
5008997,-4,X
5008997,-5,0
5008997,-6,0
5008997,-7,0
5008998,0,C
5008998,-1,C
5008998,-2,C
5008998,-3,0
5008998,-4,C
5008998,-5,X
5008998,-6,1
5008998,-7,C
5008998,-8,C
5008998,-9,X
5008998,-10,C
5008998,-11,X
5008998,-12,X
5008998,-13,X
5008998,-14,C
5008998,-15,X
5008998,-16,C
5008998,-17,C
5008998,-18,X
5008998,-19,X
5008998,-20,C
5008998,-21,C
5008999,0,0
5008999,-1,0
5008999,-2,C
5008999,-3,C
5008999,-4,C
5008999,-5,C
5008999,-6,0
5008999,-7,C
5008999,-8,C
5008999,-9,X
5008999,-10,0
5008999,-11,C
5008999,-12,C
5008999,-13,0
5008999,-14,X
5008999,-15,C
5008999,-16,C
5008999,-17,0
5008999,-18,C
5008999,-19,X
5008999,-20,0
5008999,-21,0
5009000,0,C
5009000,-1,0
5009000,-2,C
5009000,-3,C
5009000,-4,0
5009000,-5,C
5009000,-6,C
5009000,-7,X
5009001,0,0
5009001,-1,C
5009001,-2,X
5009002,0,C
5009002,-1,C
5009002,-2,X
5009002,-3,X
5009002,-4,X
5009002,-5,0
5009002,-6,0
5009002,-7,C
5009002,-8,C
5009002,-9,0
5009002,-10,X
5009002,-11,X
5009002,-12,0
5009002,-13,C
5009002,-14,0
5009002,-15,1
5009002,-16,X
5009002,-17,C
5009002,-18,0
5009003,0,2
5009003,-1,3
5009003,-2,C
5009003,-3,0
5009003,-4,1
5009003,-5,2
5009003,-6,2
5009003,-7,0
5009003,-8,1
5009003,-9,3
5009003,-10,1
5009003,-11,1
5009003,-12,C
5009003,-13,4
5009003,-14,0
5009003,-15,0
5009003,-16,1
5009004,0,0
5009004,-1,0
5009004,-2,X
5009004,-3,0
5009004,-4,C
5009004,-5,C
5009004,-6,C
5009004,-7,0
5009004,-8,0
5009005,0,C
5009005,-1,C
5009005,-2,C
5009005,-3,X
5009005,-4,C
5009005,-5,C
5009005,-6,0
5009005,-7,C
5009005,-8,0
5009005,-9,C
5009005,-10,C
5009005,-11,0
5009005,-12,C
5009005,-13,0
5009005,-14,C
5009005,-15,X
5009005,-16,C
5009005,-17,C
5009005,-18,X
5009005,-19,0
5009005,-20,X
5009005,-21,0
5009005,-22,0
5009006,0,0
5009006,-1,C
5009006,-2,0
5009006,-3,C
5009006,-4,C
5009006,-5,C
5009006,-6,X
5009006,-7,0
5009006,-8,C
5009006,-9,0
5009006,-10,0
5009006,-11,C
5009007,0,X
5009007,-1,C
5009007,-2,C
5009007,-3,X
5009007,-4,X
5009007,-5,C
5009008,0,0
5009008,-1,3
5009008,-2,0
5009008,-3,0
5009008,-4,2
5009008,-5,0
5009008,-6,0
5009008,-7,0
5009008,-8,X
5009008,-9,2
5009008,-10,2
5009008,-11,1
5009008,-12,0
5009008,-13,0
5009008,-14,C
5009008,-15,X
5009008,-16,0
5009008,-17,0
5009009,0,C
5009009,-1,0
5009009,-2,C
5009009,-3,X
5009009,-4,0
5009009,-5,0
5009009,-6,C
5009009,-7,0
5009009,-8,C
5009009,-9,0
5009009,-10,X
5009009,-11,X
5009009,-12,C
5009009,-13,C
5009009,-14,0
5009009,-15,X
5009009,-16,X
5009009,-17,C
5009009,-18,C
5009009,-19,C
5009009,-20,X
5009009,-21,X
5009010,0,X
5009010,-1,C
5009010,-2,0
5009010,-3,C
5009010,-4,0
5009010,-5,C
5009010,-6,C
5009010,-7,X
5009010,-8,C
5009010,-9,X
5009010,-10,C
5009010,-11,C
5009010,-12,0
5009010,-13,X
5009010,-14,X
5009010,-15,C
5009010,-16,X
5009010,-17,C
5009010,-18,C
5009010,-19,C
5009010,-20,C
5009011,0,C
5009011,-1,C
5009011,-2,C
5009011,-3,X
5009011,-4,0
5009011,-5,0
5009011,-6,C
5009011,-7,0
5009011,-8,C
5009012,0,0
5009012,-1,0
5009012,-2,C
5009012,-3,C
5009012,-4,0
5009012,-5,X
5009012,-6,C
5009012,-7,C
5009012,-8,X
5009012,-9,C
5009012,-10,C
5009012,-11,X
5009013,0,X
5009013,-1,C
5009013,-2,X
5009013,-3,0
5009013,-4,1
5009014,0,X
5009014,-1,X
5009014,-2,0
5009014,-3,0
5009015,0,0
5009015,-1,C
5009015,-2,C
5009015,-3,C
5009015,-4,0
5009015,-5,C
5009015,-6,C
5009015,-7,C
5009015,-8,C
5009015,-9,C
5009015,-10,C
5009015,-11,C
5009015,-12,X
5009015,-13,0
5009016,0,0
5009016,-1,0
5009016,-2,C
5009016,-3,X
5009016,-4,0
5009016,-5,C
5009016,-6,X
5009016,-7,C
5009016,-8,C
5009016,-9,C
5009016,-10,C
5009016,-11,C
5009016,-12,0
5009016,-13,0
5009016,-14,X
5009016,-15,C
5009016,-16,0
5009016,-17,1
5009017,0,C
5009017,-1,X
5009017,-2,C
5009017,-3,C
5009017,-4,0
5009017,-5,C
5009017,-6,0
5009017,-7,C
5009017,-8,X
5009017,-9,X
5009017,-10,C
5009017,-11,C
5009017,-12,C
5009017,-13,X
5009017,-14,C
5009018,0,X
5009018,-1,C
5009018,-2,0
5009019,0,C
5009019,-1,C
5009019,-2,X
5009019,-3,X
5009019,-4,C
5009019,-5,C
5009019,-6,X
5009019,-7,C
5009020,0,0
5009020,-1,C
5009020,-2,0
5009020,-3,0
5009020,-4,X
5009020,-5,0
5009020,-6,X
5009020,-7,C
5009020,-8,X
5009020,-9,0
5009020,-10,0
5009020,-11,0
5009020,-12,C
5009020,-13,0
5009020,-14,C
5009020,-15,X
5009020,-16,0
5009020,-17,0
5009020,-18,0
5009021,0,C
5009021,-1,0
5009021,-2,C
5009021,-3,X
5009021,-4,X
5009021,-5,X
5009021,-6,X
5009022,0,C
5009022,-1,X
5009022,-2,X
5009022,-3,0
5009022,-4,C
5009022,-5,C
5009022,-6,C
5009023,0,X
5009023,-1,0
5009023,-2,C
5009023,-3,C
5009023,-4,C
5009023,-5,C
5009023,-6,0
5009023,-7,C
5009023,-8,0
5009023,-9,C
5009023,-10,1
5009023,-11,1
5009023,-12,C
5009023,-13,C
5009023,-14,C
5009023,-15,C
5009023,-16,X
5009023,-17,C
5009023,-18,C
5009023,-19,X
5009023,-20,0
5009024,0,1
5009024,-1,C
5009024,-2,X
5009024,-3,C
5009024,-4,0
5009024,-5,X
5009024,-6,0
5009024,-7,C
5009024,-8,0
5009024,-9,X
5009024,-10,0
5009024,-11,0
5009024,-12,X
5009024,-13,0
5009024,-14,0
5009024,-15,C
5009024,-16,X
5009024,-17,C
5009024,-18,C
5009024,-19,0
5009024,-20,0
5009024,-21,X
5009025,0,C
5009025,-1,0
5009025,-2,C
5009025,-3,X
5009025,-4,0
5009025,-5,0
5009025,-6,C
5009025,-7,0
5009025,-8,0
5009025,-9,X
5009025,-10,C
5009025,-11,X
5009025,-12,C
5009025,-13,0
5009026,0,0
5009026,-1,C
5009026,-2,C
5009026,-3,0
5009026,-4,C
5009026,-5,X
5009026,-6,C
5009026,-7,C
5009026,-8,0
5009026,-9,C
5009027,0,C
5009027,-1,C
5009027,-2,X
5009027,-3,0
5009027,-4,0
5009027,-5,0
5009027,-6,0
5009027,-7,C
5009027,-8,C
5009027,-9,0
5009027,-10,C
5009027,-11,0
5009027,-12,C
5009027,-13,C
5009027,-14,C
5009027,-15,X
5009028,0,C
5009028,-1,0
5009028,-2,C
5009028,-3,C
5009028,-4,C
5009028,-5,C
5009028,-6,0
5009028,-7,C
5009028,-8,C
5009028,-9,C
5009028,-10,0
5009028,-11,C
5009028,-12,C
5009028,-13,C
5009028,-14,C
5009028,-15,0
5009028,-16,0
5009028,-17,0
5009029,0,0
5009029,-1,C
5009029,-2,C
