ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
5009011,M,Y,Y,2,171614.67,Pensioner,Higher education,Civil marriage,Rented apartment,-11996,365243,1,1,1,0,,4
5009012,F,N,Y,3,110381.51,Pensioner,Lower secondary,Civil marriage,Municipal apartment,-19419,365243,1,1,0,0,,5
5009013,F,N,N,0,135697.55,Pensioner,Higher education,Single / not married,House / apartment,-21496,365243,1,1,1,0,,1
5009014,M,N,N,0,158958.62,State servant,Secondary / secondary special,Widow,With parents,-13561,-5036,1,1,1,0,IT staff,1
5009015,M,N,N,0,210157.63,Commercial associate,Secondary / secondary special,Widow,With parents,-23925,-15627,1,0,1,0,Sales staff,1
5009016,F,N,N,0,165519.08,State servant,Secondary / secondary special,Widow,Office apartment,-23880,-1402,1,0,1,0,Accountants,1
5009017,F,Y,N,0,150339.88,State servant,Secondary / secondary special,Married,Rented apartment,-13380,-6717,1,0,0,0,Cleaning staff,2
5009018,M,N,Y,1,75092.55,Working,Secondary / secondary special,Separated,Rented apartment,-15035,-4134,1,0,0,0,Laborers,2
5009019,M,N,N,0,131573.04,Working,Secondary / secondary special,Civil marriage,Municipal apartment,-9883,-1381,1,0,0,0,Cooking staff,2
5009020,F,N,Y,0,30000.0,State servant,Secondary / secondary special,Civil marriage,With parents,-10500,-3577,1,0,0,0,Low-skill Laborers,2
5009021,M,Y,Y,0,96188.67,Working,Secondary / secondary special,Widow,Office apartment,-8504,-1920,1,0,0,0,Managers,1
5009022,F,N,Y,0,266231.28,Commercial associate,Higher education,Civil marriage,Rented apartment,-19028,-8312,1,0,1,0,Security staff,2
5009023,M,N,Y,0,174159.09,State servant,Higher education,Civil marriage,Office apartment,-24375,-6488,1,1,0,0,Waiters/barmen staff,2
5009024,F,N,N,0,189503.11,Working,Secondary / secondary special,Single / not married,House / apartment,-21052,-1255,1,1,0,0,Managers,1
5009025,F,Y,Y,1,70324.16,Pensioner,Incomplete higher,Separated,Co-op apartment,-9659,365243,1,0,0,0,,2
5009026,M,Y,N,2,106701.49,Working,Secondary / secondary special,Married,Rented apartment,-14541,-3736,1,1,1,0,Low-skill Laborers,4
5009027,M,Y,N,0,147241.96,Commercial associate,Incomplete higher,Separated,With parents,-18164,-9070,1,0,1,1,Laborers,1
5009028,M,N,Y,0,243585.71,Working,Higher education,Widow,Co-op apartment,-17369,-10560,1,0,1,0,Cleaning staff,1
5009029,M,N,Y,0,189503.22,Student,Secondary / secondary special,Married,Co-op apartment,-23710,-8753,1,1,0,0,HR staff,2
5009030,F,Y,Y,0,136481.0,Student,Secondary / secondary special,Single / not married,House / apartment,-15551,-7229,1,0,1,0,Secretaries,1
5009031,M,N,N,0,49071.67,Working,Secondary / secondary special,Widow,Co-op apartment,-12899,-3304,1,1,1,0,Accountants,1
5009032,M,N,N,0,194622.46,Student,Higher education,Separated,House / apartment,-9342,-1886,1,1,1,0,Laborers,1
5009033,F,N,Y,0,32861.35,State servant,Incomplete higher,Separated,House / apartment,-12035,-1216,1,1,0,0,Managers,1
5009034,M,N,Y,0,112879.95,Student,Incomplete higher,Widow,With parents,-24216,-258,1,1,1,1,Core staff,1
5009035,M,N,Y,1,130742.17,Student,Secondary / secondary special,Separated,Rented apartment,-24485,-16419,1,1,1,1,Medicine staff,2
5009036,F,N,Y,0,153773.73,Student,Higher education,Civil marriage,Co-op apartment,-20319,-7690,1,0,0,0,Accountants,2
5009037,F,N,N,0,230874.0,Commercial associate,Higher education,Civil marriage,Co-op apartment,-9651,-1202,1,1,1,0,HR staff,2
5009038,F,N,Y,0,37566.88,Working,Secondary / secondary special,Single / not married,Municipal apartment,-19401,-2034,1,1,0,0,Core staff,1
5009039,M,N,Y,0,205514.73,Student,Higher education,Civil marriage,Co-op apartment,-19077,-11597,1,1,1,1,Low-skill Laborers,2
5009040,M,Y,Y,0,239850.07,State servant,Higher education,Widow,Office apartment,-20347,-2852,1,1,1,0,Accountants,1
5009041,M,Y,Y,0,99398.78,State servant,Secondary / secondary special,Single / not married,Office apartment,-22193,-269,1,0,0,0,Secretaries,1
5009042,F,N,N,0,178482.64,Pensioner,Higher education,Civil marriage,House / apartment,-21129,365243,1,1,0,1,,2
5009043,M,N,Y,0,75679.41,Pensioner,Secondary / secondary special,Civil marriage,Municipal apartment,-13863,365243,1,0,1,1,,2
5009044,M,Y,Y,0,242779.27,Student,Higher education,Married,Rented apartment,-12075,-4032,1,1,1,0,Laborers,2
5009045,F,N,Y,0,156107.81,Commercial associate,Incomplete higher,Single / not married,Co-op apartment,-18476,-2681,1,0,0,0,Waiters/barmen staff,1
5009046,F,N,N,1,135467.76,State servant,Secondary / secondary special,Married,House / apartment,-10725,-1182,1,0,1,0,Sales staff,3
5009047,F,N,Y,0,180359.01,Student,Higher education,Civil marriage,Co-op apartment,-12843,-709,1,1,1,0,Secretaries,2
5009048,M,N,Y,0,81555.84,Student,Secondary / secondary special,Civil marriage,Co-op apartment,-22896,-15763,1,0,0,0,Private service staff,2
5009049,M,N,Y,0,131756.78,Commercial associate,Secondary / secondary special,Widow,With parents,-10433,-994,1,0,0,0,Security staff,1
5009050,M,N,N,3,98683.69,Student,Secondary / secondary special,Widow,Rented apartment,-24005,-6342,1,0,1,0,Medicine staff,4
5009051,M,Y,Y,0,64929.7,Student,Secondary / secondary special,Civil marriage,Rented apartment,-10565,-1375,1,1,1,0,Medicine staff,2
5009052,M,N,Y,0,98996.78,Pensioner,Secondary / secondary special,Widow,House / apartment,-22121,365243,1,0,0,0,,1
5009053,M,N,N,1,223458.69,Student,Higher education,Single / not married,House / apartment,-17139,-5825,1,1,0,0,IT staff,2
5009054,M,N,Y,1,121184.46,Student,Secondary / secondary special,Widow,House / apartment,-19046,-10603,1,0,1,0,High skill tech staff,2
5009055,M,N,Y,0,94977.51,State servant,Secondary / secondary special,Single / not married,House / apartment,-19147,-6599,1,1,1,1,Private service staff,1
5009056,M,Y,Y,0,131192.9,Pensioner,Lower secondary,Widow,Office apartment,-10654,365243,1,1,1,0,,1
5009057,M,N,Y,2,133236.97,Pensioner,Secondary / secondary special,Separated,Office apartment,-7783,365243,1,0,1,0,,3
5009058,M,N,Y,0,136912.86,Student,Secondary / secondary special,Single / not married,Rented apartment,-21595,-10870,1,1,1,0,HR staff,1
5009059,M,N,Y,0,57230.14,Student,Secondary / secondary special,Married,Office apartment,-10191,-753,1,1,0,0,High skill tech staff,2
5009060,F,N,Y,0,153691.36,State servant,Secondary / secondary special,Single / not married,Office apartment,-18994,-3419,1,1,0,0,Cleaning staff,1
5009061,F,Y,Y,0,176796.94,State servant,Incomplete higher,Single / not married,Rented apartment,-23147,-10014,1,0,0,0,IT staff,1
5009062,M,N,Y,0,122402.55,State servant,Incomplete higher,Married,Co-op apartment,-16765,-2479,1,1,1,0,HR staff,2
5009063,M,N,Y,1,112270.13,Working,Incomplete higher,Married,Office apartment,-16640,-5319,1,0,1,0,Low-skill Laborers,3
5009064,M,Y,Y,0,131433.97,State servant,Incomplete higher,Separated,With parents,-14764,-6458,1,0,1,0,HR staff,1
5009065,F,Y,Y,0,301497.49,Commercial associate,Higher education,Single / not married,Rented apartment,-21113,-13810,1,0,1,0,Managers,1
5009066,M,Y,N,0,145136.7,Commercial associate,Secondary / secondary special,Married,House / apartment,-12186,-2196,1,1,1,0,Core staff,2
5009067,F,N,Y,2,194754.05,State servant,Higher education,Widow,Municipal apartment,-11013,-3519,1,0,0,0,Realty agents,3
5009068,F,Y,Y,0,253337.31,State servant,Academic degree,Widow,With parents,-16558,-7405,1,0,1,0,Sales staff,1
5009069,F,Y,N,0,189366.99,State servant,Lower secondary,Civil marriage,With parents,-14659,-1023,1,1,1,1,Sales staff,2
5009070,F,N,N,0,218843.83,State servant,Higher education,Civil marriage,Rented apartment,-19371,-11491,1,1,0,0,Laborers,2
5009071,F,N,N,0,90710.48,Pensioner,Secondary / secondary special,Widow,House / apartment,-19701,365243,1,1,0,0,,1
5009072,F,N,N,0,103655.36,State servant,Incomplete higher,Widow,Municipal apartment,-10808,-3205,1,1,0,0,Accountants,1
5009073,M,N,Y,0,75308.54,Student,Secondary / secondary special,Married,House / apartment,-19271,-8485,1,0,1,0,Laborers,2
5009074,F,N,N,2,30000.0,State servant,Incomplete higher,Widow,Municipal apartment,-14500,-5991,1,0,1,0,Drivers,3
5009075,M,N,Y,0,145195.45,Working,Secondary / secondary special,Married,House / apartment,-19242,-4919,1,1,1,0,Managers,2
5009076,F,Y,Y,0,81644.29,Pensioner,Lower secondary,Single / not married,Rented apartment,-19699,365243,1,1,1,0,,1
5009077,F,N,Y,2,277343.75,Working,Higher education,Widow,Rented apartment,-22370,-3243,1,1,0,0,Drivers,3
5009078,F,Y,N,0,127972.6,Pensioner,Secondary / secondary special,Widow,Office apartment,-8489,365243,1,0,0,0,,1
5009079,F,N,Y,0,78337.33,Pensioner,Secondary / secondary special,Civil marriage,Municipal apartment,-8010,365243,1,0,1,0,,2
5009080,M,N,Y,0,69576.62,Pensioner,Lower secondary,Separated,Co-op apartment,-15342,365243,1,0,1,0,,1
5009081,F,N,Y,0,166161.52,Pensioner,Higher education,Separated,House / apartment,-9028,365243,1,1,0,0,,1
5009082,F,N,Y,0,135508.52,Pensioner,Incomplete higher,Separated,Rented apartment,-10542,365243,1,0,0,0,,1
5009083,F,N,N,0,118055.31,Working,Secondary / secondary special,Separated,Office apartment,-20802,-1351,1,0,0,0,Security staff,1
5009084,F,Y,Y,0,232212.57,Commercial associate,Higher education,Married,Co-op apartment,-13796,-6625,1,1,1,0,HR staff,2
5009085,M,N,N,0,107613.11,Student,Secondary / secondary special,Widow,Municipal apartment,-23273,-8137,1,0,1,0,Medicine staff,1
5009086,F,Y,Y,0,209817.73,Commercial associate,Higher education,Married,Co-op apartment,-23499,-16036,1,1,0,0,HR staff,2
5009087,F,N,N,0,114246.36,Student,Secondary / secondary special,Separated,Rented apartment,-11457,-554,1,1,1,0,Medicine staff,1
5009088,F,N,N,0,131099.19,State servant,Secondary / secondary special,Widow,Rented apartment,-10893,-262,1,0,0,1,Core staff,1
5009089,F,Y,N,1,124457.96,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,-15630,-7205,1,0,0,0,Cleaning staff,2
5009090,F,Y,Y,0,225653.8,State servant,Higher education,Single / not married,Rented apartment,-20909,-6451,1,0,1,0,Core staff,1
5009091,M,N,N,0,241352.88,Pensioner,Higher education,Widow,Office apartment,-9767,365243,1,1,1,0,,1
5009092,M,N,Y,0,189619.45,Pensioner,Higher education,Single / not married,House / apartment,-24301,365243,1,1,0,0,,1
5009093,M,Y,Y,0,186250.0,Working,Secondary / secondary special,Single / not married,Rented apartment,-11664,-5000,1,1,0,0,Private service staff,1
5009094,F,N,Y,2,128857.75,State servant,Secondary / secondary special,Separated,With parents,-17398,-5967,1,1,1,0,Cleaning staff,3
5009095,M,Y,Y,0,85937.51,Pensioner,Secondary / secondary special,Widow,Rented apartment,-20264,365243,1,0,1,0,,1
5009096,M,Y,Y,2,233287.28,Commercial associate,Higher education,Widow,With parents,-18194,-3872,1,0,0,0,Cleaning staff,3
5009097,M,Y,N,0,118886.09,Working,Secondary / secondary special,Widow,Co-op apartment,-22026,-10228,1,1,0,0,Realty agents,1
5009098,M,Y,N,0,113929.88,Working,Incomplete higher,Civil marriage,Office apartment,-20433,-12360,1,0,1,0,Private service staff,2
5009099,M,N,Y,0,152992.23,Working,Secondary / secondary special,Single / not married,With parents,-16703,-2656,1,1,0,0,High skill tech staff,1
5009100,F,N,N,0,156922.34,Commercial associate,Secondary / secondary special,Single / not married,Office apartment,-24810,-8180,1,1,1,0,Private service staff,1
5009101,F,N,Y,1,205009.98,Student,Higher education,Widow,Co-op apartment,-12032,-5255,1,1,0,0,Secretaries,2
5009102,F,N,Y,3,44408.19,Pensioner,Secondary / secondary special,Civil marriage,Office apartment,-16447,365243,1,0,0,0,,5
5009103,F,Y,Y,2,123506.64,Pensioner,Secondary / secondary special,Separated,Office apartment,-23427,365243,1,0,1,0,,3
5009104,M,N,N,1,209340.78,Working,Higher education,Widow,Rented apartment,-9017,-309,1,1,1,0,Cleaning staff,2
5009105,M,N,Y,0,224979.13,Working,Higher education,Married,Municipal apartment,-16672,-3348,1,1,0,0,Drivers,2
5009106,F,N,N,0,96183.17,State servant,Secondary / secondary special,Single / not married,Municipal apartment,-9087,-1514,1,1,1,0,Core staff,1
5009107,F,N,Y,0,103242.7,State servant,Secondary / secondary special,Widow,Office apartment,-24786,-9634,1,0,1,0,Medicine staff,1
5009108,F,N,Y,0,84675.59,Pensioner,Secondary / secondary special,Widow,Co-op apartment,-8085,365243,1,1,0,1,,1
5009109,F,N,Y,2,30000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20366,365243,1,0,0,0,,4
5009110,F,Y,N,0,75625.45,Working,Secondary / secondary special,Single / not married,With parents,-17050,-7906,1,1,0,0,IT staff,1
5009111,M,N,N,0,49694.39,Working,Secondary / secondary special,Widow,Municipal apartment,-8581,-1377,1,0,1,0,Laborers,1
5009112,F,N,Y,1,296992.11,Commercial associate,Higher education,Married,Municipal apartment,-15990,-5695,1,0,0,0,Sales staff,3
5009113,F,N,N,0,81172.71,Pensioner,Incomplete higher,Single / not married,House / apartment,-13623,365243,1,1,1,0,,1
5009114,M,N,N,0,105237.52,Pensioner,Secondary / secondary special,Single / not married,Municipal apartment,-23071,365243,1,0,0,0,,1
5009115,M,N,Y,0,94409.06,Student,Secondary / secondary special,Single / not married,Co-op apartment,-10049,-1964,1,0,1,0,Accountants,1
5009116,M,N,N,1,241937.78,Student,Higher education,Widow,Office apartment,-23954,-2218,1,0,0,0,Cleaning staff,2
5009117,F,N,Y,1,150589.73,Pensioner,Higher education,Single / not married,With parents,-8119,365243,1,1,0,0,,2
5009118,M,N,Y,0,164711.52,Student,Secondary / secondary special,Civil marriage,With parents,-22298,-7820,1,0,0,0,Drivers,2
5009119,F,N,Y,0,168941.65,Commercial associate,Secondary / secondary special,Separated,Office apartment,-16080,-3211,1,0,1,0,Secretaries,1
5009120,M,N,N,1,133558.28,Student,Secondary / secondary special,Married,Office apartment,-9546,-1457,1,0,1,1,Core staff,3
5009121,M,N,Y,0,64119.44,Pensioner,Secondary / secondary special,Civil marriage,Rented apartment,-10528,365243,1,1,0,0,,2
5009122,M,N,Y,0,165563.4,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,-15410,-1730,1,1,0,0,Accountants,1
5009123,M,N,Y,0,109154.31,Pensioner,Secondary / secondary special,Widow,Rented apartment,-8423,365243,1,0,1,0,,1
5009124,M,Y,Y,1,43505.69,Pensioner,Secondary / secondary special,Separated,Municipal apartment,-18424,365243,1,0,0,1,,2
5009125,M,N,Y,0,173818.9,Student,Incomplete higher,Separated,With parents,-11393,-3240,1,1,1,0,Secretaries,1
5009126,M,Y,Y,0,160918.99,Commercial associate,Secondary / secondary special,Married,Co-op apartment,-17594,-6720,1,0,0,0,Cleaning staff,2
5009127,M,Y,Y,0,223967.7,Student,Higher education,Separated,Co-op apartment,-17609,-10291,1,1,1,0,Sales staff,1
5009128,F,N,N,1,37879.93,State servant,Secondary / secondary special,Civil marriage,Municipal apartment,-16718,-5408,1,0,0,0,Accountants,3
5009129,M,N,N,2,67111.72,Pensioner,Lower secondary,Civil marriage,Office apartment,-17543,365243,1,1,0,0,,4
5009130,F,N,Y,0,94149.92,Student,Secondary / secondary special,Single / not married,House / apartment,-9699,-1550,1,0,1,0,Managers,1
5009131,F,Y,N,0,161921.48,Pensioner,Higher education,Civil marriage,Office apartment,-17111,365243,1,0,0,0,,2
5009132,F,N,Y,2,212433.31,Commercial associate,Higher education,Separated,Rented apartment,-21356,-9608,1,0,1,0,HR staff,3
5009133,F,N,N,2,69936.51,Student,Secondary / secondary special,Civil marriage,Office apartment,-16869,-2288,1,1,0,1,Cleaning staff,4
5009134,F,N,Y,0,157979.31,Commercial associate,Secondary / secondary special,Widow,House / apartment,-22512,-12023,1,0,1,0,Cleaning staff,1
5009135,F,N,Y,1,104719.96,Student,Secondary / secondary special,Married,With parents,-23349,-7545,1,1,0,0,Laborers,3
5009136,F,N,Y,1,133982.22,Working,Secondary / secondary special,Married,Rented apartment,-14323,-6726,1,0,1,1,Managers,3
5009137,M,Y,N,0,192058.53,Pensioner,Higher education,Single / not married,With parents,-12589,365243,1,1,1,0,,1
5009138,F,Y,Y,0,140355.93,Student,Higher education,Widow,Municipal apartment,-12323,-5433,1,0,0,0,Cooking staff,1
5009139,F,N,Y,0,113853.96,Working,Incomplete higher,Widow,Office apartment,-18476,-8270,1,1,1,0,Secretaries,1
5009140,M,N,Y,0,125128.28,State servant,Lower secondary,Separated,House / apartment,-15491,-6160,1,1,0,1,Secretaries,1
5009141,M,N,Y,2,96694.18,Pensioner,Secondary / secondary special,Separated,House / apartment,-13703,365243,1,1,0,0,,3
5009142,F,N,Y,0,165913.39,Working,Higher education,Civil marriage,Office apartment,-15583,-5395,1,0,0,1,Medicine staff,2
5009143,F,Y,Y,0,127011.42,State servant,Secondary / secondary special,Single / not married,With parents,-19045,-1139,1,0,1,0,HR staff,1
5009144,M,N,Y,2,151541.09,Working,Secondary / secondary special,Separated,Municipal apartment,-16155,-6387,1,0,0,0,Sales staff,3
5009145,M,N,Y,0,126648.66,Student,Secondary / secondary special,Civil marriage,Municipal apartment,-17460,-9956,1,1,1,1,Cooking staff,2
5009146,M,N,Y,1,100106.91,Working,Incomplete higher,Married,House / apartment,-19744,-10842,1,0,1,0,Private service staff,3
5009147,M,N,Y,0,182133.49,State servant,Higher education,Single / not married,Rented apartment,-10057,-2015,1,1,0,0,Private service staff,1
5009148,M,Y,Y,0,171031.46,State servant,Higher education,Separated,Rented apartment,-23010,-11484,1,0,1,0,Waiters/barmen staff,1
5009149,F,N,Y,0,151179.91,State servant,Secondary / secondary special,Widow,Municipal apartment,-14723,-4533,1,0,0,0,Private service staff,1
5009150,F,Y,Y,0,155764.63,Student,Secondary / secondary special,Married,Office apartment,-22947,-1614,1,0,1,0,HR staff,2
5009151,F,N,Y,0,147711.68,Student,Incomplete higher,Civil marriage,Municipal apartment,-10545,-2815,1,1,0,0,Cooking staff,2
5009152,M,N,Y,0,184055.47,Working,Higher education,Widow,House / apartment,-22286,-4497,1,1,1,0,Drivers,1
5009153,M,N,Y,2,189162.34,State servant,Higher education,Single / not married,Rented apartment,-10774,-2301,1,1,0,1,Core staff,3
5009154,M,N,N,0,138623.75,State servant,Secondary / secondary special,Widow,Co-op apartment,-22121,-1017,1,0,0,0,Security staff,1
5009155,F,N,Y,2,121982.26,Commercial associate,Incomplete higher,Separated,Municipal apartment,-10162,-3145,1,1,1,0,Laborers,3
5009156,F,N,N,0,155091.61,Pensioner,Incomplete higher,Civil marriage,Municipal apartment,-12310,365243,1,0,1,0,,2
5009157,F,N,Y,0,234248.3,Commercial associate,Higher education,Single / not married,Municipal apartment,-17070,-7121,1,0,1,0,Sales staff,1
5009158,M,N,Y,1,152458.35,Working,Secondary / secondary special,Married,House / apartment,-22372,-2211,1,0,0,0,High skill tech staff,3
5009159,F,N,Y,0,309679.99,State servant,Academic degree,Civil marriage,Municipal apartment,-10450,-455,1,1,1,0,Core staff,2
5009160,M,Y,N,0,159213.03,Commercial associate,Secondary / secondary special,Separated,House / apartment,-10140,-2783,1,0,1,0,Accountants,1
5009161,M,Y,Y,1,231967.64,Working,Higher education,Married,House / apartment,-19079,-3465,1,1,0,0,Cleaning staff,3
5009162,F,N,Y,1,202762.81,Working,Higher education,Separated,House / apartment,-17407,-10141,1,1,1,0,Private service staff,2
5009163,M,N,N,0,192317.12,Pensioner,Higher education,Married,Rented apartment,-19012,365243,1,1,1,0,,2
5009164,F,N,N,0,44854.61,Working,Secondary / secondary special,Widow,With parents,-16068,-769,1,1,1,0,IT staff,1
5009165,F,N,Y,0,111774.74,Working,Secondary / secondary special,Widow,Rented apartment,-23808,-15020,1,0,0,1,IT staff,1
5009166,M,N,Y,0,89371.33,Student,Incomplete higher,Married,Municipal apartment,-21759,-1642,1,0,0,0,High skill tech staff,2
5009167,M,Y,Y,0,206042.79,State servant,Higher education,Single / not married,House / apartment,-17851,-3904,1,1,0,0,Managers,1
5009168,M,N,Y,0,134540.46,Working,Incomplete higher,Single / not married,House / apartment,-22770,-1475,1,0,0,0,Laborers,1
5009169,F,N,N,1,196406.01,Commercial associate,Higher education,Separated,Rented apartment,-11777,-1058,1,0,1,0,Core staff,2
5009170,M,N,N,0,150965.79,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,-8581,-388,1,1,1,0,Drivers,1
5009171,M,Y,Y,0,206675.0,Student,Secondary / secondary special,Married,House / apartment,-20380,-12782,1,0,0,0,High skill tech staff,2
5009172,M,Y,Y,0,56029.16,State servant,Secondary / secondary special,Civil marriage,With parents,-21042,-4841,1,0,1,0,Managers,2
5009173,F,N,Y,0,114958.82,State servant,Secondary / secondary special,Single / not married,Rented apartment,-20027,-8569,1,0,1,0,Security staff,1
5009174,M,Y,Y,0,72725.72,Pensioner,Secondary / secondary special,Single / not married,Co-op apartment,-24026,365243,1,0,0,0,,1
5009175,F,N,Y,0,179828.69,Working,Secondary / secondary special,Single / not married,With parents,-13288,-3967,1,0,1,1,Drivers,1
5009176,M,N,N,0,112957.01,State servant,Secondary / secondary special,Married,Rented apartment,-16172,-964,1,1,0,0,Laborers,2
5009177,F,Y,N,0,328192.48,Commercial associate,Higher education,Widow,House / apartment,-24432,-8379,1,1,0,0,Drivers,1
5009178,F,N,N,0,240470.93,State servant,Higher education,Married,Municipal apartment,-14981,-2401,1,0,0,0,IT staff,2
5009179,F,N,Y,2,157920.05,Working,Higher education,Widow,House / apartment,-13945,-1442,1,0,0,0,IT staff,3
5009180,F,Y,Y,0,205703.86,Student,Incomplete higher,Single / not married,Municipal apartment,-13725,-2045,1,1,0,0,Waiters/barmen staff,1
5009181,F,N,Y,1,146192.56,Student,Secondary / secondary special,Civil marriage,Rented apartment,-18329,-9439,1,0,1,0,Sales staff,3
5009182,F,N,Y,2,68753.68,Pensioner,Secondary / secondary special,Single / not married,With parents,-16608,365243,1,0,1,0,,3
5009183,M,N,Y,1,166874.75,Commercial associate,Secondary / secondary special,Civil marriage,Co-op apartment,-18760,-4099,1,1,1,0,Realty agents,3
5009184,M,N,Y,1,51979.47,Pensioner,Secondary / secondary special,Separated,With parents,-18290,365243,1,0,1,0,,2
5009185,M,N,N,0,159146.66,Commercial associate,Secondary / secondary special,Civil marriage,With parents,-11192,-3318,1,1,0,0,Cleaning staff,2
5009186,M,N,Y,0,156428.38,Commercial associate,Incomplete higher,Civil marriage,Rented apartment,-23051,-15981,1,1,1,0,Drivers,2
5009187,F,N,Y,0,130343.93,State servant,Secondary / secondary special,Civil marriage,House / apartment,-13272,-4145,1,0,1,0,Accountants,2
5009188,M,N,Y,0,105781.6,Student,Secondary / secondary special,Widow,Office apartment,-16452,-725,1,1,0,0,Private service staff,1
5009189,F,N,Y,0,148132.64,State servant,Secondary / secondary special,Separated,Rented apartment,-12625,-4910,1,1,0,0,Waiters/barmen staff,1
5009190,M,Y,Y,3,119280.12,Pensioner,Secondary / secondary special,Separated,Co-op apartment,-23367,365243,1,1,0,0,,4
5009191,M,Y,N,0,132983.89,Pensioner,Secondary / secondary special,Widow,Co-op apartment,-15626,365243,1,0,0,0,,1
5009192,F,N,N,0,168811.96,Pensioner,Higher education,Single / not married,House / apartment,-9719,365243,1,1,1,1,,1
5009193,M,N,Y,0,116763.19,Pensioner,Secondary / secondary special,Married,Municipal apartment,-16468,365243,1,0,1,0,,2
5009194,M,Y,Y,0,93126.63,Working,Secondary / secondary special,Civil marriage,House / apartment,-12646,-3301,1,0,0,0,Sales staff,2
5009195,M,N,N,1,128075.99,Pensioner,Higher education,Civil marriage,House / apartment,-16844,365243,1,1,0,0,,3
5009196,F,N,Y,0,81016.95,Working,Incomplete higher,Single / not married,Office apartment,-18200,-9697,1,0,1,0,Realty agents,1
5009197,M,Y,Y,0,55612.0,Pensioner,Secondary / secondary special,Widow,Office apartment,-20778,365243,1,1,0,0,,1
5009198,M,N,Y,0,213276.17,Commercial associate,Higher education,Married,Rented apartment,-19529,-10196,1,0,1,0,Sales staff,2
5009199,M,Y,Y,0,84992.75,State servant,Secondary / secondary special,Married,Municipal apartment,-19130,-9518,1,0,0,0,Managers,2
5009200,F,Y,Y,1,107561.24,Student,Secondary / secondary special,Widow,Co-op apartment,-18192,-5956,1,0,0,0,Sales staff,2
5009201,M,N,Y,1,165892.04,Working,Secondary / secondary special,Widow,With parents,-15217,-8285,1,1,1,0,High skill tech staff,2
5009202,M,N,N,0,151722.47,Student,Secondary / secondary special,Married,House / apartment,-13302,-940,1,1,1,0,Cooking staff,2
5009203,F,Y,Y,3,167632.42,Working,Secondary / secondary special,Married,Co-op apartment,-16110,-1166,1,0,0,0,Secretaries,5
5009204,F,N,N,1,122661.22,Commercial associate,Incomplete higher,Separated,House / apartment,-11667,-2268,1,1,1,0,HR staff,2
5009205,F,N,Y,2,54600.25,Student,Lower secondary,Married,House / apartment,-11973,-2776,1,0,0,0,Drivers,4
5009206,M,N,Y,0,116964.28,Pensioner,Higher education,Married,House / apartment,-19018,365243,1,1,1,0,,2
5009207,F,N,Y,0,72471.03,Student,Incomplete higher,Separated,Rented apartment,-15561,-471,1,1,0,0,IT staff,1
5009208,M,Y,Y,1,154913.76,State servant,Secondary / secondary special,Widow,Rented apartment,-15840,-7942,1,0,1,0,Realty agents,2
5009209,F,N,Y,2,127120.54,Working,Secondary / secondary special,Civil marriage,Municipal apartment,-21567,-8831,1,1,0,0,Cleaning staff,4
5009210,F,N,Y,0,170857.67,Pensioner,Secondary / secondary special,Married,Municipal apartment,-9635,365243,1,0,0,0,,2
5009211,M,N,N,0,37939.8,Pensioner,Incomplete higher,Married,Municipal apartment,-14154,365243,1,1,1,0,,2
5009212,F,Y,Y,0,67341.77,Pensioner,Secondary / secondary special,Separated,With parents,-16201,365243,1,0,0,0,,1
5009213,M,Y,Y,1,235417.37,Working,Higher education,Widow,Municipal apartment,-12363,-3357,1,1,1,0,Realty agents,2
5009214,M,N,Y,1,98131.74,Student,Secondary / secondary special,Civil marriage,Office apartment,-16517,-6737,1,0,0,0,IT staff,3
5009215,M,N,Y,2,156018.64,State servant,Higher education,Widow,Rented apartment,-23714,-12504,1,0,1,0,Core staff,3
5009216,M,Y,N,0,159664.18,Pensioner,Secondary / secondary special,Civil marriage,Municipal apartment,-18760,365243,1,1,0,0,,2
5009217,M,Y,Y,1,127280.54,State servant,Secondary / secondary special,Married,With parents,-10405,-680,1,1,0,0,Security staff,3
5009218,M,N,Y,0,101809.57,Working,Incomplete higher,Married,Rented apartment,-23064,-11136,1,1,0,0,Sales staff,2
5009219,M,N,N,2,99732.31,Pensioner,Incomplete higher,Widow,House / apartment,-20943,365243,1,1,1,0,,3
5009220,F,N,N,2,114430.34,Working,Secondary / secondary special,Widow,House / apartment,-16088,-3678,1,1,1,0,Managers,3
5009221,M,N,N,2,169372.05,Pensioner,Secondary / secondary special,Married,Co-op apartment,-23420,365243,1,0,1,0,,4
5009222,F,N,N,2,115162.77,Student,Higher education,Separated,Municipal apartment,-12835,-5873,1,1,0,0,Medicine staff,3
5009223,M,N,Y,1,227347.49,State servant,Higher education,Married,Rented apartment,-15757,-3899,1,1,0,0,Cleaning staff,3
